,zpid,city,zipcode,homeType,yearBuilt,latestPrice,numPriceChanges,avgSchoolDistance,Candidate
0,111373431,pflugerville,78660,Single Family,2012,305000.0,5,1.2666666666666668,1
1,120900430,pflugerville,78660,Single Family,2013,295000.0,1,1.4,1
2,2084491383,pflugerville,78660,Single Family,2018,256125.0,1,1.2,1
3,120901374,pflugerville,78660,Single Family,2013,240000.0,4,1.4,1
4,60134862,pflugerville,78660,Single Family,2002,239900.0,3,1.1333333333333335,1
5,2080105342,pflugerville,78660,Single Family,2020,309045.0,2,1.0666666666666669,1
6,241932337,pflugerville,78660,Single Family,2016,315000.0,2,1.2333333333333334,1
7,60134835,pflugerville,78660,Single Family,2002,219900.0,2,1.1666666666666667,1
8,60134833,pflugerville,78660,Single Family,2002,225000.0,1,1.1666666666666667,1
9,83827468,del valle,78617,Single Family,2013,194800.0,1,1.2,0
10,241932327,pflugerville,78660,Single Family,2016,279900.0,2,1.2,1
11,241930967,del valle,78617,Single Family,2016,250000.0,1,1.2,0
12,69808966,del valle,78617,Single Family,2005,239900.0,9,0.6333333333333333,0
13,64520966,del valle,78617,Single Family,2003,200000.0,1,1.8333333333333333,0
14,83813460,del valle,78617,Single Family,2010,131679.0,5,1.2333333333333334,0
15,29470450,del valle,78617,Single Family,2000,200000.0,1,1.4666666666666668,0
16,70341946,del valle,78617,Single Family,2009,212000.0,5,0.5666666666666667,0
17,116080992,austin,78717,Single Family,2014,687850.0,13,3.266666666666667,0
18,88013985,austin,78717,Single Family,2007,409000.0,4,1.933333333333333,0
19,70344594,austin,78724,Single Family,2006,199000.0,3,2.4333333333333336,0
20,185217484,austin,78717,Single Family,2008,400000.0,2,1.9,0
21,121719682,austin,78717,Residential,2015,699000.0,1,3.266666666666667,0
22,116080981,austin,78717,Single Family,2013,549900.0,2,3.2999999999999994,0
23,83822421,austin,78747,Mobile / Manufactured,2007,350000.0,6,5.2,0
24,29462564,austin,78725,Single Family,1999,240000.0,2,1.8,0
25,70355992,austin,78725,Single Family,2013,249900.0,1,1.9666666666666668,0
26,89659978,austin,78717,Single Family,2010,400000.0,2,2.0333333333333337,0
27,70355990,austin,78725,Single Family,2012,200000.0,1,1.9666666666666668,0
28,70333917,austin,78726,Single Family,2004,875000.0,2,2.066666666666667,0
29,29471292,austin,78747,Single Family,1970,164995.0,4,4.766666666666667,0
30,241932966,austin,78744,Single Family,2016,287500.0,2,2.9,1
31,116080975,austin,78717,Single Family,2013,650000.0,1,3.3000000000000003,0
32,145656987,austin,78725,Single Family,2015,196000.0,1,1.9333333333333336,0
33,83821490,austin,78747,Single Family,1985,239999.0,5,5.366666666666667,0
34,70333915,austin,78726,Single Family,2005,830000.0,5,2.0,0
35,29462467,austin,78725,Single Family,2000,219990.0,1,1.7666666666666666,0
36,89548387,austin,78725,Single Family,2009,195000.0,1,3.266666666666667,0
37,29366912,austin,78732,Single Family,2005,4250000.0,7,4.1000000000000005,0
38,241932964,austin,78744,Single Family,2016,309999.0,1,2.9,1
39,29376494,austin,78726,Single Family,1988,427000.0,5,1.2333333333333332,0
40,69808963,austin,78725,Single Family,2006,205000.0,2,1.9,0
41,121656950,austin,78747,Single Family,2013,300000.0,4,4.9,0
42,185217474,austin,78717,Single Family,2008,344600.0,3,2.0,0
43,29366911,austin,78732,Single Family,1992,3395000.0,9,4.166666666666667,0
44,145657963,austin,78744,Single Family,2015,399900.0,1,3.1333333333333333,1
45,29370494,austin,78750,Single Family,1991,648000.0,6,1.1666666666666667,0
46,89548844,austin,78725,Single Family,2009,186500.0,1,3.3000000000000003,0
47,125901465,austin,78725,Single Family,2015,219000.0,1,1.9,0
48,63228462,austin,78725,Single Family,2004,179900.0,1,1.8333333333333333,0
49,96639474,austin,78729,Single Family,2011,405000.0,1,2.3000000000000003,0
50,80094409,austin,78732,Single Family,2006,2950000.0,4,3.533333333333333,0
51,64431038,austin,78747,Single Family,1993,565000.0,1,4.633333333333334,0
52,89547842,austin,78725,Single Family,2014,194098.0,1,3.333333333333333,0
53,251030464,austin,78724,Single Family,2018,255700.0,2,2.2,0
54,29376491,austin,78726,Single Family,1989,495000.0,1,1.2333333333333334,0
55,241932962,austin,78744,Single Family,2016,325000.0,4,2.9,1
56,64729016,austin,78719,Single Family,1982,250000.0,1,4.833333333333333,0
57,70355962,austin,78725,Single Family,2006,198500.0,4,1.8666666666666665,0
58,29376490,austin,78726,Single Family,1990,485000.0,1,1.2333333333333334,0
59,29366907,austin,78732,Single Family,1996,5495000.0,5,4.166666666666667,0
60,250825472,austin,78717,Single Family,2016,440000.0,1,2.1,0
61,89550834,austin,78725,Single Family,2010,225000.0,2,3.3000000000000003,0
62,64674953,austin,78725,Single Family,2003,207900.0,4,1.633333333333333,0
63,29374483,austin,78750,Single Family,1976,575000.0,1,1.2,0
64,29461422,austin,78725,Single Family,1996,200000.0,1,1.7666666666666666,0
65,116080970,austin,78717,Single Family,2016,675000.0,2,3.266666666666667,0
66,70333905,austin,78726,Single Family,2011,975000.0,1,1.9,0
67,29557482,austin,78729,Single Family,1976,259000.0,2,1.7666666666666666,0
68,241932948,austin,78744,Single Family,2016,275000.0,1,2.9,1
69,29461406,austin,78725,Single Family,1997,199999.0,4,1.7333333333333334,0
70,2081704483,austin,78725,Single Family,2020,268729.0,5,3.1333333333333333,0
71,116080962,austin,78717,Single Family,2013,625000.0,1,3.266666666666667,0
72,29376480,austin,78726,Single Family,1989,435000.0,7,1.2,0
73,241932946,austin,78744,Single Family,2016,285000.0,2,2.9,1
74,29351492,austin,78731,Townhouse,1995,399900.0,1,3.4,1
75,241932900,austin,78725,Single Family,2016,215000.0,1,1.8333333333333333,0
76,29370900,austin,78726,Single Family,2000,519500.0,3,2.1,0
77,110538990,austin,78750,Townhouse,2010,450000.0,1,0.6000000000000001,0
78,29372980,austin,78726,Single Family,1995,463700.0,1,1.5333333333333332,0
79,29459947,austin,78725,Single Family,1987,209900.0,1,1.6666666666666667,0
80,241932936,austin,78744,Single Family,2016,375000.0,2,2.9,1
81,89550803,austin,78725,Single Family,2014,229900.0,1,3.2000000000000006,0
82,29370898,austin,78726,Single Family,2001,549900.0,1,2.1333333333333333,0
83,29358990,austin,78750,Single Family,1983,690000.0,3,2.9333333333333336,0
84,116080957,austin,78717,Single Family,2014,584900.0,1,3.2999999999999994,0
85,111373282,pflugerville,78660,Single Family,2011,287500.0,3,1.3333333333333333,1
86,29375979,austin,78750,Single Family,1977,599800.0,2,0.8333333333333334,0
87,241932935,austin,78744,Single Family,2016,325000.0,1,2.9,1
88,80115957,austin,78717,Single Family,2006,350000.0,2,1.6333333333333335,0
89,29370894,austin,78726,Single Family,2001,574900.0,1,2.1333333333333333,0
90,121658485,austin,78750,Condo,2013,374000.0,3,0.6,0
91,29375978,austin,78750,Single Family,1977,699900.0,3,0.8333333333333334,0
92,145654939,austin,78725,Single Family,2017,205000.0,2,2.0333333333333337,0
93,29370884,austin,78726,Single Family,2002,425000.0,3,2.066666666666667,0
94,29351485,austin,78731,Single Family,1984,425000.0,1,3.4333333333333336,1
95,29372475,austin,78750,Single Family,1988,684000.0,3,1.2,0
96,185218453,austin,78717,Single Family,2002,359965.0,1,2.0,0
97,29392994,austin,78725,Single Family,1971,120000.0,7,2.4666666666666663,0
98,111371253,pflugerville,78660,Single Family,2011,225000.0,5,1.3333333333333333,1
99,2088245915,austin,78744,Single Family,2017,388990.0,3,3.1,1
100,29373974,austin,78750,Single Family,1972,435000.0,2,1.1,0
101,29360984,austin,78750,Single Family,1989,795000.0,2,2.5,0
102,241932874,austin,78725,Single Family,2016,218800.0,2,1.8333333333333333,0
103,145551433,austin,78725,Condo,2015,200000.0,1,2.2333333333333334,0
104,29376473,austin,78726,Single Family,1989,368500.0,2,1.2,0
105,305430992,austin,78724,Single Family,2018,454500.0,1,2.9333333333333336,0
106,251030246,pflugerville,78660,Single Family,2017,285000.0,1,1.2,1
107,29347484,austin,78730,Single Family,1996,799000.0,5,2.466666666666667,0
108,69811366,austin,78725,Single Family,2010,199000.0,2,1.7333333333333334,0
109,116080950,austin,78717,Single Family,2014,622800.0,1,3.266666666666667,0
110,29370873,austin,78726,Single Family,2000,429000.0,9,2.033333333333333,0
111,83814991,austin,78724,Single Family,2009,259900.0,1,2.733333333333333,0
112,29375973,austin,78750,Single Family,1977,629000.0,3,0.9,0
113,116080945,austin,78717,Single Family,2014,525000.0,3,3.266666666666667,0
114,29370860,austin,78726,Single Family,2002,345000.0,6,2.1333333333333333,0
115,249890717,austin,78725,Single Family,2017,255000.0,1,3.1666666666666665,0
116,2082177903,austin,78744,Single Family,2019,282226.0,1,2.9666666666666663,1
117,63835425,austin,78724,Single Family,2004,180000.0,3,2.1666666666666665,0
118,70341361,austin,78725,Single Family,2005,184900.0,2,1.8666666666666665,0
119,29358983,austin,78750,Single Family,1982,750000.0,2,2.833333333333333,0
120,29374973,austin,78726,Single Family,1996,475000.0,1,1.4666666666666668,0
121,89550707,austin,78725,Single Family,2010,219000.0,1,3.3000000000000003,0
122,114405230,pflugerville,78660,Single Family,2011,293300.0,6,1.3,1
123,29459909,austin,78725,Single Family,1988,229999.0,1,1.7000000000000002,0
124,29375972,austin,78750,Single Family,1975,415000.0,1,0.9,0
125,29396983,austin,78724,Single Family,1980,175000.0,2,3.1,0
126,58299481,austin,78750,Single Family,1971,398900.0,4,2.2,0
127,145656393,austin,78744,Single Family,2016,389900.0,4,3.0666666666666664,1
128,116080940,austin,78717,Single Family,2013,536170.0,9,3.2999999999999994,0
129,29370850,austin,78726,Single Family,2001,665000.0,1,2.033333333333333,0
130,29459907,austin,78725,Single Family,1987,179900.0,1,1.7000000000000002,0
131,29374967,austin,78726,Single Family,1994,519900.0,1,1.4,0
132,2082038175,austin,78725,Single Family,2019,341054.0,2,3.1333333333333333,0
133,29358997,austin,78750,Single Family,1984,428000.0,10,2.833333333333333,0
134,70341359,austin,78725,Single Family,2005,185000.0,2,1.8666666666666665,0
135,185217435,austin,78717,Single Family,2008,415000.0,2,1.8666666666666665,0
136,120898222,pflugerville,78660,Single Family,2013,299900.0,5,1.4,1
137,83823977,austin,78724,Single Family,2009,249900.0,2,2.766666666666667,0
138,70352470,austin,78732,Single Family,2006,725000.0,1,2.5,0
139,145551402,austin,78725,Townhouse,2015,198000.0,4,2.2,0
140,29355980,austin,78730,Single Family,1984,550000.0,7,4.833333333333333,0
141,29465172,austin,78725,Single Family,1995,179900.0,1,2.9,0
142,58300466,austin,78750,Condo,2000,355000.0,2,0.9333333333333332,0
143,29438720,austin,78753,Single Family,1993,310000.0,1,1.0,0
144,29459899,austin,78725,Single Family,1987,155000.0,1,1.6666666666666667,0
145,64812856,austin,78725,Single Family,2004,189000.0,1,1.7666666666666666,0
146,70352465,austin,78732,Single Family,2007,1025000.0,2,2.5,0
147,145655881,austin,78744,Single Family,2016,339900.0,1,2.9,1
148,2079153478,austin,78726,Single Family,2016,515000.0,2,0.8666666666666667,0
149,29366849,austin,78732,Single Family,1987,625000.0,2,3.4,0
150,185217434,austin,78717,Single Family,2008,339900.0,1,1.9,0
151,58265966,austin,78750,Single Family,2001,650000.0,1,0.7000000000000001,0
152,63835398,austin,78724,Single Family,2004,170000.0,4,2.2333333333333334,0
153,70352461,austin,78732,Single Family,2009,759900.0,7,2.5,0
154,29396970,austin,78724,Single Family,1980,214500.0,3,3.233333333333333,0
155,29438718,austin,78753,Single Family,1993,275000.0,3,1.0,0
156,29370839,austin,78726,Single Family,2001,588000.0,3,2.1,0
157,2132333345,austin,78725,Condo,2010,174900.0,1,2.266666666666667,0
158,29376465,austin,78726,Single Family,1999,937000.0,1,1.7666666666666666,0
159,29358978,austin,78750,Single Family,1983,595000.0,2,2.8000000000000003,0
160,121658390,austin,78725,Single Family,2013,169900.0,1,2.266666666666667,0
161,89028960,austin,78732,Single Family,2009,625000.0,4,2.766666666666667,0
162,80093467,austin,78724,Single Family,2006,235000.0,6,2.966666666666667,0
163,250180857,austin,78744,Single Family,2017,359900.0,3,3.2,1
164,29372965,austin,78750,Single Family,1992,350000.0,8,1.6333333333333335,0
165,185217429,austin,78717,Single Family,2008,449000.0,1,1.9,0
166,89551997,austin,78732,Single Family,2008,1799000.0,2,2.5333333333333337,0
167,29353978,austin,78730,Single Family,1999,1499000.0,1,1.9333333333333336,0
168,2089686965,austin,78724,Single Family,2018,425900.0,1,2.966666666666667,0
169,29370836,austin,78726,Single Family,2001,595000.0,1,2.0,0
170,29375964,austin,78750,Single Family,1976,625000.0,1,0.8666666666666667,0
171,116080928,austin,78717,Single Family,2013,729000.0,1,3.266666666666667,0
172,29353976,austin,78730,Single Family,1998,993000.0,1,2.0,0
173,29459882,austin,78725,Single Family,1987,199000.0,1,1.6666666666666667,0
174,2087922352,austin,78744,Single Family,2018,365990.0,3,3.0666666666666664,1
175,29366834,austin,78732,Single Family,1975,240000.0,2,3.3000000000000003,0
176,29465145,austin,78725,Mobile / Manufactured,1983,220000.0,1,2.8000000000000003,0
177,80090962,austin,78724,Single Family,2007,265000.0,4,3.1666666666666665,0
178,29374964,austin,78726,Single Family,1996,445000.0,4,1.4333333333333336,0
179,120896203,pflugerville,78660,Single Family,2013,315000.0,1,1.4,1
180,70341343,austin,78725,Single Family,2005,95000.0,8,1.8333333333333333,0
181,70338381,austin,78724,Single Family,2005,179900.0,2,2.2666666666666666,0
182,29362475,austin,78750,Single Family,1988,735000.0,3,3.1,0
183,185217426,austin,78717,Single Family,2008,429900.0,1,1.9,0
184,124843021,austin,78732,Single Family,2014,4100000.0,3,3.4333333333333336,0
185,64533962,austin,78724,Single Family,2003,66900.0,5,3.2,0
186,249710345,austin,78744,Single Family,2018,385000.0,1,3.1666666666666665,1
187,29459881,austin,78725,Single Family,1987,195000.0,1,1.7000000000000002,0
188,83814445,austin,78726,Single Family,2006,1225000.0,1,2.0333333333333337,0
189,89552136,austin,78725,Single Family,2010,194900.0,2,3.233333333333333,0
190,124154926,austin,78717,Single Family,2016,459990.0,7,3.1333333333333333,0
191,29396959,austin,78724,Single Family,1980,229900.0,1,3.1666666666666665,0
192,2087686692,pflugerville,78660,Single Family,2017,289000.0,1,1.2333333333333332,1
193,89545951,austin,78732,Single Family,2012,5474997.0,4,2.766666666666667,0
194,29353975,austin,78730,Single Family,1999,1150000.0,6,2.0,0
195,29373963,austin,78750,Single Family,1972,609900.0,2,1.0,0
196,79981880,austin,78725,Single Family,2014,230000.0,5,1.9666666666666668,0
197,251035839,austin,78744,Single Family,2019,439000.0,4,3.4333333333333336,1
198,96636926,austin,78729,Single Family,2012,375000.0,2,2.4,0
199,29396958,austin,78724,Single Family,1980,225000.0,1,3.1666666666666665,0
200,83820449,austin,78732,Single Family,2006,769000.0,9,2.1666666666666665,0
201,29370826,austin,78726,Single Family,1989,342000.0,3,2.033333333333333,0
202,29360969,austin,78750,Single Family,1990,715000.0,2,2.5,0
203,29375962,austin,78750,Single Family,1995,550000.0,1,0.8666666666666667,0
204,243333921,austin,78717,Single Family,2016,360000.0,1,2.1,0
205,145657839,austin,78744,Single Family,2015,284900.0,4,2.8666666666666667,1
206,29343949,austin,78732,Mobile / Manufactured,1986,279900.0,1,3.733333333333333,0
207,29370822,austin,78726,Single Family,1989,413900.0,3,2.0,0
208,69814957,austin,78730,Single Family,2007,995000.0,2,5.133333333333333,0
209,29351469,austin,78731,Townhouse,1983,415000.0,2,3.4,1
210,29344952,austin,78733,Single Family,1994,585000.0,1,3.766666666666667,0
211,29374462,austin,78750,Single Family,1976,750000.0,2,1.1333333333333333,0
212,145658835,austin,78744,Single Family,2015,279000.0,2,2.933333333333333,1
213,70341334,austin,78725,Single Family,2005,210000.0,1,1.8666666666666665,0
214,29370820,austin,78726,Single Family,1991,369000.0,3,1.9666666666666668,0
215,29392931,austin,78725,Single Family,1971,329900.0,3,2.5,0
216,79981874,austin,78725,Single Family,2012,205000.0,1,1.933333333333333,0
217,29344951,austin,78733,Single Family,1994,789000.0,1,3.733333333333333,0
218,29377461,austin,78726,Single Family,1983,649000.0,2,1.4,0
219,29343946,austin,78732,Single Family,1982,150000.0,5,3.8,0
220,124154920,austin,78717,Single Family,2016,599000.0,1,3.1,0
221,145658832,austin,78744,Single Family,2015,299999.0,1,2.9,1
222,29370806,austin,78726,Single Family,2001,499800.0,1,1.9,0
223,83816428,austin,78724,Single Family,2013,238999.0,1,2.9,0
224,29343454,austin,78746,Single Family,1983,915000.0,2,2.05,0
225,29334450,austin,78735,Single Family,2001,699000.0,9,4.9,0
226,64901960,austin,78726,Single Family,2004,598000.0,3,1.4666666666666668,0
227,29360963,austin,78750,Single Family,1985,465000.0,1,2.566666666666667,0
228,145658831,austin,78744,Single Family,2015,305000.0,1,2.9333333333333336,1
229,145657822,austin,78725,Single Family,2015,254000.0,4,1.7,0
230,64918941,austin,78730,Single Family,2004,1299000.0,4,4.733333333333333,0
231,29370800,austin,78726,Single Family,2002,579000.0,4,2.0,0
232,246905609,del valle,78617,Single Family,2017,289900.0,7,4.033333333333333,0
233,90240442,austin,78732,Single Family,2009,379000.0,5,2.8000000000000003,0
234,120895447,austin,78732,Single Family,2012,649900.0,1,2.6333333333333333,0
235,29375958,austin,78750,Single Family,1972,525000.0,2,0.9333333333333332,0
236,29358963,austin,78750,Single Family,1985,359000.0,5,2.733333333333333,0
237,29341440,austin,78746,Single Family,1990,1995000.0,3,2.1,0
238,29344947,austin,78733,Single Family,1990,714900.0,1,3.8666666666666663,0
239,90240441,austin,78732,Single Family,2010,474997.0,10,2.766666666666667,0
240,89553418,austin,78717,Single Family,2009,335000.0,1,2.1,0
241,144334371,austin,78725,Single Family,1986,199950.0,2,1.6000000000000003,0
242,29396923,austin,78724,Single Family,2005,230000.0,4,3.1333333333333333,0
243,121655462,austin,78750,Condo,2013,405000.0,1,0.5333333333333333,0
244,114405939,austin,78730,Single Family,2012,1100000.0,5,5.433333333333334,0
245,29344946,austin,78733,Single Family,1994,559500.0,2,3.8666666666666663,0
246,70338371,austin,78724,Single Family,2005,199000.0,8,2.333333333333333,0
247,185217414,austin,78717,Single Family,2008,379900.0,12,1.933333333333333,0
248,83821443,austin,78732,Single Family,2006,1400000.0,1,3.3000000000000003,0
249,2108947312,austin,78725,Single Family,2013,194000.0,3,2.233333333333333,0
250,29578456,austin,78729,Single Family,1997,330000.0,4,2.466666666666667,0
251,89550945,austin,78733,Single Family,2009,1050000.0,1,2.9,0
252,58298457,austin,78730,Single Family,2001,2650000.0,2,1.7666666666666668,0
253,29459868,austin,78725,Single Family,1987,157000.0,1,1.6,0
254,305432656,pflugerville,78660,Single Family,2020,335269.0,1,1.5666666666666669,1
255,83823430,austin,78732,Single Family,2007,535000.0,6,2.566666666666667,0
256,29341439,austin,78746,Single Family,2000,1589000.0,8,2.0,0
257,83813736,austin,78726,Single Family,2006,399000.0,1,2.9,0
258,251036682,austin,78744,Single Family,2020,505847.0,4,3.6666666666666665,1
259,29377453,austin,78750,Single Family,1984,574887.0,2,0.9666666666666668,0
260,58298456,austin,78730,Single Family,2002,1695000.0,2,1.8,0
261,64455725,austin,78732,Single Family,1995,1200000.0,6,2.6333333333333333,0
262,124842807,austin,78744,Single Family,2015,249000.0,2,2.9333333333333336,1
263,248957890,austin,78725,Single Family,2018,310000.0,2,3.1,0
264,114405941,austin,78732,Single Family,2012,750000.0,4,2.766666666666667,0
265,29377451,austin,78750,Single Family,1982,869999.0,4,1.0,0
266,83814922,austin,78732,Single Family,2007,825000.0,3,2.2666666666666666,0
267,58298866,austin,78750,Single Family,1980,475000.0,2,2.333333333333333,0
268,111370914,austin,78724,Single Family,2014,239000.0,6,3.0,0
269,29341434,austin,78746,Single Family,1998,1499000.0,4,2.0,0
270,29368693,austin,78732,Single Family,2002,2490000.0,4,4.033333333333333,0
271,79981862,austin,78725,Single Family,2012,131860.0,1,1.9,0
272,145656291,austin,78744,Single Family,2016,395000.0,2,3.0666666666666664,1
273,29465089,austin,78725,Mobile / Manufactured,2000,129900.0,1,2.966666666666667,0
274,83827917,austin,78732,Single Family,2010,615000.0,4,2.766666666666667,0
275,241930950,austin,78726,Single Family,2017,557000.0,4,1.9666666666666668,0
276,58298454,austin,78730,Single Family,2000,975000.0,7,1.8,0
277,70323938,austin,78733,Single Family,2006,1399900.0,1,4.066666666666666,0
278,2080854860,austin,78725,Single Family,2015,200000.0,1,2.2,0
279,29368684,austin,78732,Single Family,1987,2750000.0,3,3.6,0
280,29346937,austin,78733,Single Family,1965,599500.0,4,4.533333333333333,0
281,29360950,austin,78750,Single Family,1994,450000.0,2,2.4666666666666663,0
282,145656290,austin,78744,Single Family,2016,349000.0,1,3.0666666666666664,1
283,29341421,austin,78746,Single Family,1990,1325000.0,3,2.05,0
284,29375949,austin,78750,Single Family,1972,550000.0,2,0.8666666666666667,0
285,145655859,austin,78725,Single Family,2016,217500.0,1,2.033333333333333,0
286,83819673,austin,78732,Single Family,2006,865000.0,1,3.6666666666666665,0
287,29344936,austin,78733,Single Family,1994,565000.0,2,3.966666666666667,0
288,29353950,austin,78730,Single Family,1999,899900.0,4,4.0,0
289,249912949,pflugerville,78660,Single Family,2019,336990.0,1,1.3,1
290,29344920,austin,78733,Single Family,1985,8999000.0,6,3.4666666666666663,0
291,89651406,austin,78717,Single Family,2009,219900.0,7,2.1,0
292,2089992289,austin,78744,Single Family,2018,338900.0,4,3.1333333333333333,1
293,29368449,austin,78750,Single Family,1985,545000.0,9,1.7,0
294,89551588,austin,78725,Single Family,2013,161940.0,3,3.333333333333333,0
295,80103408,austin,78724,Single Family,2008,133000.0,7,3.2,0
296,29368659,austin,78732,Single Family,1991,549500.0,8,3.233333333333333,0
297,83828934,austin,78735,Single Family,2007,885000.0,1,5.333333333333333,0
298,58298947,austin,78750,Single Family,1984,798500.0,4,3.0,0
299,241936636,pflugerville,78660,Single Family,2017,249900.0,3,1.2,1
300,58265948,austin,78750,Single Family,2002,400000.0,1,0.7999999999999999,0
301,58297915,austin,78746,Single Family,1999,1999000.0,3,2.05,0
302,89548573,austin,78725,Single Family,2009,217000.0,3,3.3000000000000003,0
303,83123896,austin,78732,Single Family,2007,700000.0,3,2.1333333333333333,0
304,64750934,austin,78733,Mobile / Manufactured,2020,849900.0,1,4.033333333333333,0
305,29355947,austin,78731,Single Family,1962,535000.0,2,1.8666666666666665,1
306,29368658,austin,78732,Single Family,1987,450000.0,4,3.233333333333333,0
307,120290135,pflugerville,78660,Single Family,2013,304000.0,1,1.4,1
308,29341415,austin,78746,Single Family,1999,1400000.0,3,2.05,0
309,58265946,austin,78750,Single Family,2002,480000.0,1,0.8000000000000002,0
310,241938280,austin,78744,Single Family,2016,437500.0,2,3.1333333333333333,1
311,70330433,austin,78733,Vacant Land,2020,625000.0,11,3.6,0
312,29396905,austin,78724,Single Family,1980,225000.0,3,3.2,0
313,29361022,austin,78750,Single Family,1968,849500.0,2,2.266666666666666,0
314,241936634,pflugerville,78660,Single Family,2016,274900.0,1,1.2333333333333334,1
315,29376446,austin,78726,Single Family,1991,549900.0,1,1.3,0
316,2080460279,austin,78744,Single Family,2017,399900.0,1,3.0666666666666664,1
317,80093390,austin,78732,Single Family,2012,825000.0,3,3.0333333333333337,0
318,29343408,austin,78746,Single Family,1984,799000.0,5,2.0,0
319,70330432,austin,78733,Single Family,2016,325000.0,7,3.6333333333333333,0
320,63835353,austin,78724,Single Family,2003,119900.0,6,2.1,0
321,29396904,austin,78724,Single Family,1980,159000.0,4,3.233333333333333,0
322,121719897,austin,78717,Single Family,2015,550000.0,1,3.233333333333333,0
323,29351445,austin,78731,Single Family,1985,550000.0,3,3.333333333333333,1
324,29368642,austin,78726,Single Family,2004,564900.0,3,2.033333333333333,0
325,29370446,austin,78750,Single Family,1984,525000.0,4,1.366666666666667,0
326,70352485,austin,78732,Single Family,2007,715000.0,1,2.5,0
327,29344931,austin,78733,Single Family,1985,3175000.0,1,3.4333333333333336,0
328,29459853,austin,78725,Single Family,1987,160000.0,3,1.6333333333333335,0
329,89663390,austin,78717,Single Family,2008,315000.0,4,2.0333333333333337,0
330,145654553,austin,78725,Single Family,2017,285000.0,2,3.1333333333333333,0
331,29341408,austin,78746,Single Family,1994,1295000.0,3,2.05,0
332,241936631,pflugerville,78660,Single Family,2016,254990.0,1,1.2,1
333,29376445,austin,78726,Single Family,1988,620000.0,6,1.3,0
334,29373139,austin,78726,Single Family,1975,598000.0,2,3.033333333333333,0
335,83124879,austin,78732,Single Family,2008,495000.0,2,2.733333333333333,0
336,70336928,austin,78735,Single Family,2005,1100000.0,3,5.6000000000000005,0
337,70338352,austin,78724,Single Family,2013,215000.0,2,2.066666666666667,0
338,88014884,austin,78717,Single Family,2003,379800.0,3,1.7,0
339,29351440,austin,78731,Townhouse,1995,399000.0,2,3.2999999999999994,1
340,29370832,austin,78726,Single Family,1989,540000.0,1,1.9333333333333336,0
341,29368445,austin,78750,Single Family,1985,475000.0,2,1.7333333333333334,0
342,125158378,austin,78732,Single Family,2015,689000.0,1,3.6,0
343,70338351,austin,78724,Single Family,2013,207500.0,7,2.033333333333333,0
344,29342428,austin,78733,Single Family,1979,399000.0,2,3.6333333333333333,0
345,125792770,austin,78744,Single Family,2015,389900.0,4,2.933333333333333,1
346,29355939,austin,78731,Vacant Land,1960,685000.0,3,1.933333333333333,1
347,29343407,austin,78746,Single Family,1983,975000.0,6,2.05,0
348,88013884,austin,78717,Single Family,2005,325000.0,1,1.6,0
349,29368633,austin,78726,Single Family,1995,280000.0,4,1.9333333333333336,0
350,29374944,austin,78726,Single Family,1993,480000.0,3,1.366666666666667,0
351,83824877,austin,78732,Single Family,2006,749900.0,2,2.2333333333333334,0
352,249891260,austin,78744,Single Family,2018,405000.0,1,3.1666666666666665,1
353,29344906,austin,78730,Single Family,1986,750000.0,2,5.033333333333333,0
354,29351438,austin,78731,Townhouse,1995,409000.0,1,3.2999999999999994,1
355,29342427,austin,78733,Single Family,1985,457000.0,7,3.6333333333333333,0
356,29368632,austin,78726,Single Family,1992,265000.0,1,1.9333333333333336,0
357,29396897,austin,78724,Single Family,2004,205000.0,5,3.2,0
358,29372944,austin,78750,Single Family,1999,622500.0,3,1.5333333333333332,0
359,83124877,austin,78732,Single Family,2008,425000.0,6,2.7,0
360,63837777,austin,78725,Single Family,2004,175000.0,3,1.8333333333333333,0
361,29461349,austin,78725,Single Family,1998,175000.0,3,1.7,0
362,70336926,austin,78735,Single Family,2011,1095000.0,1,5.666666666666668,0
363,119984117,pflugerville,78660,Single Family,2013,300000.0,1,1.3,1
364,58298435,austin,78750,Single Family,1980,350000.0,1,2.3000000000000003,0
365,29368631,austin,78726,Single Family,1993,389900.0,1,1.9333333333333336,0
366,29343404,austin,78746,Single Family,1983,1250000.0,1,2.0,0
367,111373376,austin,78732,Single Family,2011,575000.0,2,2.833333333333333,0
368,29376441,austin,78726,Single Family,1991,510000.0,2,1.3,0
369,145656010,austin,78725,Single Family,2017,255000.0,1,3.1333333333333333,0
370,241936613,pflugerville,78660,Single Family,2016,289500.0,1,1.2333333333333334,1
371,29342426,austin,78733,Single Family,1984,420000.0,4,3.6333333333333333,0
372,29351434,austin,78731,Single Family,1991,650000.0,2,3.2999999999999994,1
373,251030758,austin,78744,Single Family,2017,350000.0,1,2.9666666666666663,1
374,29368608,austin,78726,Single Family,1993,474500.0,7,1.8333333333333333,0
375,89551873,austin,78732,Single Family,2014,4950000.0,6,2.733333333333333,0
376,125792898,austin,78730,Single Family,2015,1325000.0,1,5.333333333333333,0
377,83827393,austin,78724,Single Family,2012,205000.0,1,2.9,0
378,89551502,austin,78725,Single Family,2010,215000.0,1,3.3000000000000003,0
379,29374438,austin,78750,Single Family,1975,623000.0,2,1.1,0
380,29342422,austin,78733,Townhouse,1978,420000.0,2,3.6666666666666665,0
